Building_Type,Year_Built,Floor_Area_m2,Orientation,Material,Insulation_Level,Solar_Potential_kWh_m2,Wind_Potential_m_s,Geothermal_Potential,Energy_Demand_kWh,Installation_Area_m2,Carbon_Reduction_Percent,Payback_Period_Years,Optimal_Solar_Utilization_Percent,Energy_Demand_per_m2,Solar_Energy_Capacity_kWh,Carbon_Reduction_kWh,Building_Size_Category
Brick_Cottage,1794,255,East,Thatch,High,6.99243537105691,4.747422750052017,1.016462049979939,18647,48,26.53424008584201,6.19188395990016,13.212744085636794,73.12549019607843,335.6368978107317,4947.8397488069595,Large
Wooden_House,1768,123,South,Thatch,High,6.657969193696209,4.153798072820305,0.5926435794352996,5421,69,31.260425155357154,9.430537163297313,14.080472238550172,44.073170731707314,459.3998743650384,1694.6276476719113,Medium
Wooden_House,1935,243,North,Timber,High,6.492643305550742,2.8508237702514085,1.6015250530029437,14965,21,13.433144905505443,7.939092602475899,11.14289080087807,61.584362139917694,136.3455094165656,2010.2701351088895,Large
Stone_Villa,1836,223,North,Timber,Medium,5.745022712299696,2.978846454706839,1.2826001282798685,19656,92,19.162982982636123,8.557146533207224,25.35927987741389,88.14349775784753,528.5420895315721,3766.6759350669563,Large
Brick_Cottage,1775,58,South,Timber,Medium,4.4849766438824,2.0622740963718926,0.8198058970837026,16760,75,33.43770861348557,5.440799861135903,23.045560531369823,288.9655172413793,336.37324829118,5604.159963620181,Small
Thatched_Hut,1734,52,West,Timber,Low,5.194191663967585,4.282657933014529,1.6725934835071392,19922,36,20.977583062407263,10.83894666887269,13.177881181804995,383.11538461538464,186.99089990283306,4179.1540976927745,Small
Thatched_Hut,1700,134,North,Timber,High,6.674282618155207,2.128218818185854,0.8056332287749156,5946,79,17.248073861201195,10.49153921607352,18.56618086284457,44.37313432835821,527.2683268342613,1025.570471787023,Medium
Stone_Villa,1995,75,North,Thatch,Medium,3.6271139374292978,4.5939570638082365,0.8909924822494049,14378,55,30.16601990695337,6.297477830052946,11.34497991589538,191.70666666666668,199.4912665586114,4337.2703422217555,Small
Stone_Villa,1759,121,West,Thatch,Medium,6.6282030770550335,2.355981843423616,0.6387928315500787,6834,80,15.902763330149668,9.440305500801657,18.79119727600643,56.47933884297521,530.2562461644027,1086.7948459824283,Medium
Brick_Cottage,1966,97,West,Stone,Medium,4.460282961950266,2.515629536407773,1.0991484185462816,6564,36,36.8695875874953,10.7282064815799,10.917436650103332,67.6701030927835,160.5701866302096,2420.1197292431916,Small
Thatched_Hut,1928,243,East,Stone,Medium,4.0772368028864125,3.429579412496712,1.1283938359061283,12332,68,13.16795188078423,9.4859789549092,14.957535330988396,50.748971193415635,277.2521025962761,1623.871825938311,Large
Thatched_Hut,1969,247,West,Brick,Medium,3.9628052727212086,4.213641245506227,1.2718426855224476,9944,95,31.196494068484807,7.172786667070914,23.054220570946065,40.25910931174089,376.46650090851483,3102.1793701701295,Large
Thatched_Hut,1985,205,South,Stone,High,3.609000047803261,2.417006615597233,1.5634464006856663,18877,79,24.98646103859125,9.592778053347171,15.761160747002878,92.08292682926829,285.1110037764576,4716.694250254871,Large
Wooden_House,1990,166,South,Stone,High,5.594345940885812,3.320213225199496,1.8591513930206387,18606,39,36.09788687190981,6.473232233782486,11.574727022213542,112.08433734939759,218.17949169454664,6716.372831387539,Medium
Thatched_Hut,1912,270,East,Timber,High,4.373039490774918,3.4485538232303146,0.706601148331713,19377,69,13.7858527307871,7.227784980955946,15.261413941909677,71.76666666666667,301.73972486346935,2671.2846836446165,Large
Wooden_House,1864,203,North,Timber,High,7.457727063118526,2.636856925005774,0.5815221475229856,15139,22,30.336847554882635,6.68048757175025,6.137662867862476,74.57635467980296,164.06999538860757,4592.695351333682,Large
Brick_Cottage,1704,202,North,Stone,Low,5.797747023488823,2.3466751300418958,0.5277968503914999,6308,62,27.161639175441444,8.898475716731445,15.788983631557272,31.22772277227723,359.460315456307,1713.3561991868462,Large
Wooden_House,1777,61,West,Brick,High,4.051541077424042,4.509262768956919,0.7154320671032244,7986,76,24.402704267201397,5.75758652735884,21.619219830656327,130.91803278688525,307.9171218842272,1948.7999627787035,Small
Brick_Cottage,1761,182,South,Timber,Medium,6.255050163245461,3.507396949288297,1.486924228672439,5386,69,24.74221790298005,11.533172662438371,20.375707766761828,29.593406593406595,431.5984612639368,1332.6158562545056,Medium
Thatched_Hut,1831,275,North,Stone,High,7.090974266038901,2.043143707952459,1.591215616994745,11131,87,31.659308853955924,7.334586475640068,21.760138442297333,40.47636363636364,616.9147611453844,3523.9976685338343,Large
Thatched_Hut,1788,97,East,Stone,Low,6.480717981478458,4.408943903927312,1.6797585702921831,14353,69,38.13224964804466,6.5327908897406095,19.73510889843911,147.96907216494844,447.1695407220136,5473.121791983851,Small
Brick_Cottage,1936,86,East,Thatch,Medium,3.805759444157791,4.942381416243754,0.8655623178565139,8258,56,12.737549773571445,8.475848695212818,8.017968281744043,96.02325581395348,213.1225288728363,1051.8668603015299,Small
Stone_Villa,1741,256,South,Brick,High,7.083536724770639,3.817778586242742,0.95884221989228,11121,65,10.585079428315607,6.938984729183012,17.956804924066248,43.44140625,460.4298871100915,1177.1666832229787,Large
Brick_Cottage,1788,93,East,Thatch,High,6.675717543439859,3.5111251612522123,1.2247019683482492,9811,61,34.1711437744361,8.744328604678511,16.252166257696473,105.49462365591398,407.2187701498314,3352.530915709926,Small
Stone_Villa,1995,277,East,Brick,High,4.133215600422457,4.6352475891348845,0.5947746452903397,11574,34,13.24508162652278,7.439564048474598,8.157979984002045,41.78339350180505,140.52933041436356,1532.9857474537464,Large
Wooden_House,1994,64,South,Timber,Medium,3.707143554931268,4.857550369053795,1.4167122848168692,11697,52,39.60090388241272,5.924467675383285,18.765495902427897,182.765625,192.77146485642592,4632.117727125817,Small
Wooden_House,1803,92,West,Brick,Medium,5.7292423012572335,4.263610747707382,1.9756025505136368,8933,99,28.580447468765115,6.861266694190834,23.768756904273047,97.09782608695652,567.1949878244661,2553.0913723847875,Small
Wooden_House,1713,225,West,Stone,Low,4.124143245359908,3.336358789202864,1.0412094670670038,16039,30,29.52599185762422,8.069078914730676,4.612777487774768,71.28444444444445,123.72429736079722,4735.673834044348,Large
Thatched_Hut,1987,136,East,Stone,Medium,6.838363810381088,3.7766641979943216,1.629271212637076,17713,39,15.966751088140525,5.212052585357379,9.048355405623743,130.24264705882354,266.6961886048624,2828.190620242331,Medium
Wooden_House,1878,119,West,Brick,Medium,4.933338626686695,4.102806095053998,1.250050873354412,6439,43,17.209369308900232,10.394497689103334,10.464912849495292,54.109243697478995,212.1335609475279,1108.111289800086,Medium
Stone_Villa,1824,95,West,Brick,High,7.1515697789463015,2.5828207130054044,0.691717766540574,11169,83,29.780509092977503,9.352771952132912,20.52724433582968,117.56842105263158,593.580291652543,3326.1850605946574,Small
Wooden_House,1722,291,East,Brick,Medium,5.762752688564023,3.341603096649314,1.3733561732038797,16634,99,37.29180513802591,9.20951725094848,28.172354780699717,57.16151202749141,570.5125161678383,6203.11886665923,Large
Brick_Cottage,1762,157,West,Thatch,High,4.230689536958673,4.489463794151855,0.9498114026660974,9480,84,39.471716635527,8.822349523179362,21.51942162045783,60.382165605095544,355.3779211045285,3741.91873704796,Medium
Brick_Cottage,1842,172,East,Brick,High,4.0583954694392,3.964176045495329,0.5516048126801874,5055,92,15.94092839893281,9.13219220627548,22.093209552508995,29.38953488372093,373.37238318840645,805.8139305660536,Medium
Thatched_Hut,1852,220,North,Timber,Medium,5.805889750231016,3.2336122016355624,1.4523945951766155,8324,95,14.023588681293706,11.542563668950544,20.690023979889467,37.836363636363636,551.5595262719465,1167.323521830888,Large
Brick_Cottage,1844,286,South,Thatch,Low,6.547534447449776,3.990087602044044,1.7883985239870914,11777,36,11.692040732823711,5.059984475675185,10.027531742463871,41.17832167832168,235.71124010819193,1376.9716371046484,Large
Stone_Villa,1924,70,South,Thatch,Low,6.626022590968729,2.3546672362173795,1.0171546503498112,5105,80,36.04891054483984,5.334597967604245,21.313849441191014,72.92857142857143,530.0818072774983,1840.296883314074,Small
Wooden_House,1803,200,West,Brick,Medium,4.6030296177651255,3.204492831694629,1.0854433208191558,8201,34,18.841445405694063,6.340453869515616,8.826784272487235,41.005,156.50300700401428,1545.18693772097,Medium
Thatched_Hut,1803,156,West,Timber,Low,4.31698703564867,4.379385613889169,1.8365325244508173,5669,70,10.05436101607755,6.171109659952051,16.315541545983717,36.33974358974359,302.1890924954069,569.9817260014363,Medium
Wooden_House,1738,296,West,Thatch,High,3.5670252179695296,2.661526361409944,1.7204132200510338,17663,46,16.714542581692864,6.268361216284278,8.905728641433232,59.6722972972973,164.08316002659836,2952.2896562044107,Large
Wooden_House,1897,129,South,Stone,High,6.216796604804678,2.557884522672253,1.5724292353276657,13934,93,20.213232402982552,9.703607200940551,25.69955204093069,108.01550387596899,578.1620842468351,2816.5118030315884,Medium
Stone_Villa,1833,96,North,Thatch,Medium,3.806273033734156,4.852455979749294,0.8731955956297219,5966,80,39.72958508490056,8.216383107351158,18.563673884825636,62.145833333333336,304.5018426987325,2370.267046165168,Small
Brick_Cottage,1766,166,North,Brick,Low,5.183044807063704,2.629692888758692,1.8653249824499667,5307,77,25.70624781571245,11.942452148342852,14.648895097207998,31.96987951807229,399.0944501439052,1364.2305715798598,Medium
Brick_Cottage,1878,173,South,Timber,Low,5.906728656073184,2.782755738950504,0.7316236363088195,7138,50,16.14141842785304,6.588201403620614,9.215370676075224,41.26011560693642,295.33643280365925,1152.17444738015,Medium
Wooden_House,1741,192,North,Brick,High,7.248435779678708,4.908847816713013,1.4401557791258328,16656,31,20.04455034140353,7.175810707192463,5.527739933742489,86.75,224.70150917003994,3338.6203048641714,Medium
Thatched_Hut,1714,74,South,Stone,Medium,4.7472085478230746,4.204125710795077,0.543201770819778,18089,65,19.909230626706357,11.889685017611544,14.215151118728476,244.44594594594594,308.5685556084998,3601.380728064913,Small
Brick_Cottage,1810,85,North,Stone,Low,4.49908864978608,4.098789599070585,1.4655797094874188,5109,50,10.591772393895264,10.822306985615729,8.020370052613668,60.10588235294118,224.95443248930397,541.1336516041091,Small
Thatched_Hut,1856,252,East,Stone,Medium,6.116640617144394,4.558779151563744,0.9157165278100398,8632,51,14.055491625142905,8.28859454474973,8.222629588009022,34.25396825396825,311.94867147436406,1213.2700370823354,Large
Brick_Cottage,1988,100,East,Brick,Low,5.976956128214327,2.347469246710383,1.17451546577558,18952,51,30.85589379109633,8.88217819882193,14.697827266347648,189.52,304.82476253893066,5847.808991288577,Small
Thatched_Hut,1930,64,South,Thatch,High,4.828439133232498,4.117868709740021,1.0178968280855796,11728,72,13.607529597122038,10.902245444569884,17.794308923922088,183.25,347.6476175927399,1595.8910711504727,Small
Stone_Villa,1856,117,North,Brick,High,7.212407342039146,3.5110658279847167,0.7591351343693149,17627,80,16.922028298183562,8.366861722324296,15.482544665484111,150.65811965811966,576.9925873631316,2982.8459281208166,Medium
Thatched_Hut,1737,70,West,Timber,Medium,6.879449309958531,4.48745192085242,1.4329711851408111,10684,65,20.52211895212926,6.44216606507459,16.812711066373872,152.62857142857143,447.16420514730453,2192.5831888454904,Small
Stone_Villa,1796,190,North,Thatch,High,4.395930183460324,3.524425155995583,1.8229633327109112,18266,93,32.73204833506881,10.7991117698807,24.34763435726837,96.13684210526316,408.82150706181017,5978.835948883669,Medium
Stone_Villa,1988,263,East,Stone,Low,4.456570181738092,3.860724062806737,1.9386263634236047,11499,99,27.472028946038197,8.764407438929503,27.88067470777122,43.72243346007605,441.20044799207113,3159.008608504932,Large
Thatched_Hut,1953,68,East,Brick,High,5.549201387548322,3.433226379198608,0.7885195447308726,6915,26,30.66999954965705,6.07129818014675,11.499244459136126,101.69117647058823,144.27923607625638,2120.830468858785,Small
Stone_Villa,1895,83,North,Stone,Medium,6.594288406922882,3.4344767706675325,1.57605916109446,17455,23,27.01036976260517,8.539100818290784,6.338756524159007,210.3012048192771,151.66863335922628,4714.660042062732,Small
Wooden_House,1785,127,North,Stone,Medium,3.6761615175538576,4.303909934185494,1.4965090499085234,5556,71,30.50777275665607,7.892423664178011,19.67590969939693,43.74803149606299,261.00746774632387,1695.0118543598112,Medium
Stone_Villa,1709,174,West,Timber,Medium,6.273340614938826,3.8856992019418497,1.0150666843618588,12619,50,10.085264609919172,11.137897723172305,12.896911492025168,72.52298850574712,313.6670307469413,1272.6595411257003,Medium
Brick_Cottage,1704,245,West,Thatch,Low,6.092943589528388,3.8997896048282312,0.5286487990305888,18192,94,37.92694433114288,5.882388019524924,21.58068150978897,74.2530612244898,572.7366974156685,6899.669712721512,Large
Thatched_Hut,1822,289,North,Timber,Low,4.4259203836519525,3.3508474514945776,1.5346868709692991,5104,55,13.327606926244195,11.12646863113618,15.831535416698708,17.66089965397924,243.4256211008574,680.2410575155037,Large
Wooden_House,1817,166,North,Timber,Low,6.225412052965395,3.593328489012583,1.9182422908392505,7047,73,22.187472879307144,8.585477117671992,17.488402163155023,42.45180722891566,454.45507986647385,1563.5512138047743,Medium
Thatched_Hut,1993,101,North,Timber,Low,7.26073276500833,4.237152998614362,1.448180182873477,19485,73,33.131151107345644,7.830551009868033,24.597147838606386,192.92079207920793,530.0334918456081,6455.6047932663,Medium
Brick_Cottage,1858,287,North,Stone,Low,3.687143379887074,4.477822757335755,1.1529390862814513,5145,36,23.056921540282715,6.133770290820582,12.351519860285473,17.926829268292682,132.73716167593466,1186.2786132475458,Large
Brick_Cottage,1927,76,South,Timber,High,4.77860822116825,4.089684206432139,1.2877308411674426,15955,94,38.40527655002548,9.905725738470757,24.494318164210743,209.93421052631578,449.18917278981553,6127.561873556564,Small
Brick_Cottage,1915,206,North,Timber,Low,5.252706866665421,4.772218966537049,0.7994432114898763,5873,49,24.027668454963003,11.487646963770285,14.815119260840577,28.509708737864077,257.3826364666056,1411.1449683599772,Large
Stone_Villa,1883,288,West,Thatch,Low,7.097041435698758,4.460972264441603,1.6258162456306064,5298,41,36.24818216808014,7.627641477295239,13.628780827380565,18.395833333333332,290.9786988636491,1920.4286912648859,Large
Stone_Villa,1714,205,East,Thatch,High,7.349045786436626,3.6855913694285554,1.6196297450147736,8238,62,34.324843400868126,6.691095004695834,18.221053010382704,40.18536585365854,455.64083875907085,2827.680599363516,Large
Thatched_Hut,1856,84,South,Timber,Low,5.276460985985329,4.0142182179312105,0.7182759505811374,19024,46,39.429589083960494,8.884068418994099,17.516449572037335,226.47619047619048,242.71720535532515,7501.085027332644,Small
Thatched_Hut,1835,185,North,Thatch,Medium,6.500113648568765,4.778924830763588,1.8169675737494888,13837,56,37.79643342252926,10.57330163903709,17.92432520516492,74.7945945945946,364.00636431985083,5229.892492675374,Medium
Wooden_House,1960,193,East,Thatch,Low,5.626644095057932,3.8575041327291753,0.903784609209958,17925,65,36.94371504138636,5.026373861853731,22.474852031213278,92.87564766839378,365.7318661787656,6622.160921168505,Medium
Wooden_House,1856,155,South,Timber,Low,5.651131738965506,4.474420843939492,1.9733840914049223,11382,54,31.94813021558405,9.419642054768005,18.84471801583025,73.43225806451613,305.1611139041373,3636.3361811377767,Medium
Thatched_Hut,1746,213,East,Stone,Medium,4.612398060265425,4.066431510769961,1.0743545210558687,16270,23,21.009944418046626,9.175612004890416,11.936971411401784,76.3849765258216,106.08515538610479,3418.317956816186,Large
Stone_Villa,1872,207,North,Timber,Medium,4.367824983455519,3.6558090831814,0.7668260881017495,7511,99,13.183762556947071,7.22706530062912,23.85902227574999,36.28502415458937,432.41467336209644,990.2324056522945,Large
Brick_Cottage,1829,195,North,Thatch,Medium,4.652021383696164,2.7255145862460592,1.0275801670184783,11596,99,30.6593515679317,8.159961025234793,23.582970820211717,59.46666666666667,460.5501169859202,3555.2584078173604,Medium
Thatched_Hut,1794,51,West,Stone,Medium,5.725312029028317,3.2779925584052845,1.1602704930457897,5783,45,39.35962244013895,6.728742569132747,11.115986746792329,113.3921568627451,257.6390413062743,2276.166965713235,Small
Wooden_House,1814,226,North,Brick,Low,3.616620744088356,4.903228474501147,0.6039616595574422,9992,38,31.79813311995607,10.5292001656629,12.53608924738138,44.21238938053097,137.43158827535754,3177.2694613460103,Large
Stone_Villa,1942,126,North,Stone,Medium,7.128995777425623,3.9732961498178,1.3673275718349345,5370,64,37.86188107832007,9.441744533562757,16.178114257431574,42.61904761904762,456.2557297552399,2033.1830139057877,Medium
Thatched_Hut,1991,181,South,Thatch,Medium,4.125134838199105,3.6931861410169686,1.3964486598033503,5486,45,34.1291413886655,8.728981354272896,10.559160967484836,30.30939226519337,185.6310677189597,1872.3246965821895,Medium
Thatched_Hut,1981,139,West,Stone,High,4.380354707485546,4.798869876584682,1.6083956830242083,12378,41,14.893440253500362,7.7476833889247905,7.712862465788533,89.05035971223022,179.5945430069074,1843.5100345782748,Medium
Stone_Villa,1998,138,South,Timber,Medium,5.573104705790586,3.759535343112346,0.5437548384361149,15229,77,17.47611311773862,7.0396907021451245,22.277446097754638,110.35507246376811,429.1290623458751,2661.4372667004145,Medium
Thatched_Hut,1982,143,East,Brick,Medium,6.340459065349117,3.578247555252209,1.3118573216507452,19500,82,20.25596805287051,10.75915540230402,23.123639724322388,136.36363636363637,519.9176433586276,3949.9137703097495,Medium
Stone_Villa,1768,252,North,Brick,High,3.882916218977589,4.277932565450616,0.5793611499059965,8196,47,15.047813330140125,8.159853693034982,12.52397315259639,32.523809523809526,182.4970622919467,1233.3187805382847,Large
Brick_Cottage,1847,56,East,Brick,High,4.770778790188649,4.137996856959633,1.55171632994998,14552,84,27.4495399801902,8.510131938891709,19.958126819042363,259.85714285714283,400.7454183758465,3994.4570579172773,Small
Stone_Villa,1710,144,South,Thatch,Low,7.374698422297429,2.579480025225298,0.5835919785514767,9287,63,39.26351572404854,8.645801113785192,20.205685161784523,64.49305555555556,464.60600060473797,3646.4027052923875,Medium
Stone_Villa,1953,157,North,Thatch,High,4.549371867123783,3.4139248237223634,1.867591772512449,18017,62,32.843765003084755,8.138568548021034,17.40364322725007,114.75796178343948,282.06105576167454,5917.461140605781,Medium
Stone_Villa,1737,123,North,Brick,Low,4.752200580252588,3.417546328458756,1.5531238503267448,7261,56,22.701602472023858,6.792618983668966,13.64507922382876,59.03252032520325,266.12323249414493,1648.3633554936523,Medium
Thatched_Hut,1833,88,South,Stone,High,6.845993962472134,3.1346735457300343,1.2610846476277358,15813,85,10.13513442940866,5.842383081701364,19.064342482693007,179.6931818181818,581.9094868101314,1602.6688073223913,Small
Thatched_Hut,1899,190,South,Brick,High,3.700857726761821,3.5518804464567597,1.1622558849217624,14148,36,19.39828033414536,5.689760870174185,8.680247804214112,74.46315789473684,133.23087816342556,2744.468701674885,Medium
Stone_Villa,1722,208,South,Stone,Low,5.358452675235883,3.2393221931814327,0.6960089456198936,13572,59,25.802778630766458,10.30223766338482,15.890390699578006,65.25,316.1487078389171,3501.953115767624,Large
Thatched_Hut,1917,120,South,Stone,High,5.0184670578066815,2.5980364684135493,0.9364990843469948,16841,57,19.72752621555912,6.56469475611058,16.045740760445394,140.34166666666667,286.05262229498084,3322.3126899623117,Medium
Wooden_House,1840,240,South,Thatch,Low,4.766347039634605,3.237099461824043,1.8034386575313444,18085,80,13.331047690715785,5.389709704677829,18.15575388310773,75.35416666666667,381.30776317076834,2410.91997486595,Large
Wooden_House,1803,105,North,Stone,High,4.6427983761790586,2.2168308427195296,1.856679217343741,5238,28,23.282948705856835,10.582621846871202,12.820084191431404,49.885714285714286,129.99835453301364,1219.560853212781,Medium
Thatched_Hut,1909,290,South,Brick,Medium,3.865496419441637,3.7273575883232346,0.5011215625557965,11843,96,17.597584508971487,6.078431570024536,17.515277526657872,40.83793103448276,371.0876562663971,2084.0819333974932,Large
Thatched_Hut,1810,219,North,Thatch,High,4.759303317406595,4.560963646823335,1.3912045872163268,6105,94,37.27697129384504,9.376022642133478,21.50261451919888,27.876712328767123,447.37451183621994,2275.7590974892396,Large
Stone_Villa,1803,238,North,Timber,Low,3.6722096108626734,4.175861253063665,1.5789509135376705,6386,80,13.052635855030472,7.370502900135042,16.858014642161784,26.831932773109244,293.7767688690139,833.541325702246,Large
Brick_Cottage,1870,91,South,Timber,High,6.6238554545777415,3.081182120162333,1.4281204736864097,15744,99,11.47457886174131,5.885361796839167,18.2515266887446,173.01098901098902,655.7616900031965,1806.557695992552,Small
Thatched_Hut,1832,233,South,Thatch,Low,5.092911175832047,2.261213616731925,0.6225196472995309,15441,35,10.159425074645862,7.90136685478052,7.631696601106757,66.27038626609442,178.25189115412164,1568.7168257760675,Large
Wooden_House,1992,85,West,Brick,Low,5.275615329279646,2.606448197675812,0.8265873481983533,14719,21,19.84209053456973,5.103662027928376,5.538383484239548,173.16470588235293,110.78792191487257,2920.557305783319,Small
Stone_Villa,1826,133,North,Timber,Medium,7.074378345800526,3.636471021484507,0.8755104010720791,6667,91,29.811605146026658,10.887314877587922,22.601249414260156,50.12781954887218,643.7684294678479,1987.5397150855974,Medium
Thatched_Hut,1805,245,South,Timber,Medium,6.132219935444883,2.6211712501490987,1.7475869469576346,17324,62,31.91241258645378,8.594485729393,15.302559552321911,70.71020408163265,380.1976359975828,5528.506356477253,Large
Wooden_House,1791,167,South,Stone,Low,3.532236413368479,3.631919333854903,1.1947991544633807,7691,61,23.597850501451692,5.9741200763557325,17.392900591022876,46.053892215568865,215.46642121547723,1814.9106820666495,Medium
Wooden_House,1986,56,South,Stone,High,7.272699291845139,2.6947970742916967,1.2302423179118551,12756,96,30.529859513658,6.658862228722893,24.65688810562028,227.78571428571428,698.1791320171334,3894.3888795622142,Small
Brick_Cottage,1750,103,West,Brick,Low,4.448577863910845,4.546771608428219,1.9023395698317629,16864,76,20.797421086460904,8.135826344969686,14.17448810657022,163.72815533980582,338.09191765722426,3507.2770920207668,Medium
Stone_Villa,1728,178,West,Thatch,Low,3.9304567390394354,3.1918144185213797,1.4556288332820733,6996,86,30.03418659959851,6.322085679708841,23.40484313498127,39.30337078651685,338.0192795573914,2101.191694507912,Medium
Stone_Villa,1995,221,East,Brick,High,6.572512713523529,2.736651877833473,1.848001552328996,6425,49,11.217879559071202,6.880194130507601,8.82429444739413,29.07239819004525,322.05312296265294,720.7487616703247,Large
Brick_Cottage,1996,169,North,Thatch,High,5.501909263466873,4.436978540741185,1.1847632830122994,16004,32,21.722589537010123,8.740698949646841,12.965565476298655,94.69822485207101,176.06109643093993,3476.4832295031,Medium
Brick_Cottage,1913,222,East,Timber,High,5.23508226407207,3.0285168944163523,0.7241543877774413,13023,38,33.72549032899538,10.8282630912687,15.738659487544028,58.66216216216216,198.93312603473868,4392.070605545068,Large
Stone_Villa,1966,155,South,Stone,High,4.498012318730967,2.334463063516346,1.8949033911111288,11849,26,34.09018091377004,7.812877799829446,7.519901592625138,76.44516129032257,116.94832028700515,4039.345536472612,Medium
Stone_Villa,1956,96,West,Brick,Low,5.689885959449274,3.711228474210925,1.1880576735013073,8247,28,31.48446336627084,10.018826914874838,13.851050266006062,85.90625,159.3168068645797,2596.5236938163566,Small
Thatched_Hut,1800,172,West,Brick,Low,4.59753842081035,3.7446926133139664,0.7724471328182327,7592,73,16.127158617095933,11.13678949422454,19.214208764495247,44.13953488372093,335.62030471915557,1224.3738822099233,Medium
Thatched_Hut,1809,190,East,Thatch,Medium,7.106332021148271,4.144087025707202,0.9535936104558832,6490,80,17.416153567918997,6.514106582073134,24.21631616098911,34.1578947368421,568.5065616918616,1130.308366557943,Medium
Brick_Cottage,1881,168,West,Thatch,Low,4.360817918932771,2.720658299625157,0.5762038845334134,6224,21,39.88266181793537,10.65034379281512,9.901307751905374,37.04761904761905,91.57717629758818,2482.2968715482975,Medium
Thatched_Hut,1700,199,South,Brick,High,7.037420601823014,3.3313140172767355,1.2024508871845776,7587,69,13.101340216058796,10.301815388317191,13.924921639068168,38.12562814070352,485.5820215257879,993.9986821923809,Medium
Wooden_House,1754,167,West,Thatch,Medium,5.737621702909427,2.847103757127969,1.779692257865355,12714,94,15.41988096707228,7.498561085636945,25.65631910014428,76.13173652694611,539.3364400734862,1960.4836661535696,Medium
Thatched_Hut,1848,70,East,Brick,High,6.813952535580964,2.2428612083470645,1.900370684010034,8064,50,13.900787669503975,11.92663971650607,9.254377853147105,115.2,340.6976267790482,1120.9595176688006,Small
Thatched_Hut,1836,263,South,Brick,Low,6.35138398344382,4.629841481047675,1.8989033112554656,19310,52,19.829648910508467,6.838006600051699,11.321661072937772,73.42205323193916,330.27196713907864,3829.1052046191853,Large
Wooden_House,1901,269,East,Brick,Medium,6.286780445746994,4.186609413465023,0.6878450384431201,12804,97,16.305275057017703,6.783622862221868,20.527823057534533,47.59851301115241,609.8177032374584,2087.7274183005466,Large
Brick_Cottage,1816,186,West,Timber,High,4.797383230780223,2.904389178376402,1.0730808237665854,19729,99,24.930638786433164,10.405814152572384,20.6530557783848,106.06989247311827,474.94093984724213,4918.5657261753995,Medium
Wooden_House,1853,75,East,Thatch,Medium,4.435587725888814,3.798118978615959,0.5423431394760596,5832,30,24.280621206403595,8.04260122635759,9.182132159623556,77.76,133.06763177666443,1416.0458287574577,Small
Thatched_Hut,1990,58,East,Stone,Medium,4.3435449107231525,2.6037913644034174,1.7827480174572092,17884,52,37.045168583539095,7.315564963467303,16.947749925362466,308.3448275862069,225.86433535760392,6625.157949480132,Small
Brick_Cottage,1762,64,North,Stone,Low,6.928766628238355,4.6707098653873125,1.0381336430319106,7440,26,11.042198423343445,6.2506396373737205,12.780556972985616,116.25,180.14793233419724,821.5395626967523,Small
Thatched_Hut,1943,59,West,Thatch,High,6.781707281036081,2.344719030085731,1.446675541838352,9795,50,19.5963873000329,10.35732701654181,9.163402840567992,166.01694915254237,339.08536405180405,1919.4661360382229,Small
Wooden_House,1724,265,West,Brick,Medium,5.262294112049229,2.011511436523403,1.572347657115933,6646,67,27.899736759912702,10.50425264295254,21.263963825707734,25.079245283018867,352.57370550729837,1854.2165050637982,Large
Wooden_House,1789,171,East,Stone,Medium,4.029618453985819,3.5060245932175462,1.1447670046147331,19306,66,28.144052855318915,8.965948022610984,20.449254578970734,112.90058479532163,265.95481796306404,5433.490844247869,Medium
Thatched_Hut,1774,170,North,Stone,High,5.029009007909833,3.749383470358608,0.9596635048253646,5440,97,24.40378687042628,11.70119529233961,17.554637054340013,32.0,487.8138737672538,1327.5660057511896,Medium
Stone_Villa,1993,174,West,Thatch,Medium,5.9773738165476455,3.736895960887413,1.943319365173917,10956,72,34.46996622443901,7.22714289295858,17.993466329041635,62.96551724137931,430.3709147914305,3776.5294995495383,Medium
Stone_Villa,1909,219,South,Stone,Medium,5.317612617919812,2.163535782313479,1.9467323375357812,18928,99,11.881665142433764,6.53733331835536,25.470940062525575,86.42922374429224,526.4436491740614,2248.9615781598627,Large
Wooden_House,1716,121,East,Brick,Medium,6.62075707393198,2.942131420755297,0.934154552045033,14721,38,34.46463296740408,9.742267382541232,13.52415381199216,121.66115702479338,251.58876880941523,5073.538619131555,Medium
Wooden_House,1827,201,West,Thatch,High,7.490491289005542,3.4975968405239954,1.219437645116687,16157,25,24.842627213071108,10.308860485597933,11.958675702508,80.38308457711443,187.26228222513853,4013.823278815899,Large
Stone_Villa,1950,257,South,Brick,High,4.264528353795587,2.6497375568817225,1.9592662379900336,7367,68,14.012820852310064,6.574341793862756,18.009011291255128,28.66536964980545,289.9879280580999,1032.3245121896825,Large
Stone_Villa,1878,98,West,Stone,High,5.33860327863829,4.617877656457689,0.5073026114832548,11696,92,36.57105740621433,5.536275349827792,23.586853441246657,119.34693877551021,491.1515016347227,4277.350874230828,Small
Thatched_Hut,1881,203,South,Stone,High,5.223935607683288,2.261327868384302,1.1190173725687238,16478,69,29.476863386228903,10.673615406104604,12.637111520760612,81.17241379310344,360.45155693014686,4857.197548782799,Large
